id,CAR.MAKE,CAR.MAKE.AND.MODEL,CAR.MODEL,Car.Type1,Month,Sales,Sales.Non.Tesla,Sales.Tesla,Year,Year.Month,Year.Month..copy.
1839,BMW,BMW 330E, 330E,Hybrid,MAY,475,475,,2017,5/1/2017,5
1840,BMW,BMW 530E, 530E,Hybrid,MAY,147,147,,2017,5/1/2017,5
1841,BMW,BMW 740E, 740E,Hybrid,MAY,33,33,,2017,5/1/2017,5
1842,BMW,BMW X5 XDRIVE 40E, X5 XDRIVE 40E,Hybrid,MAY,433,433,,2017,5/1/2017,5
1843,BMW,BMW I8, I8,Hybrid,MAY,18,18,,2017,5/1/2017,5
1844,CADILLAC,CADILLAC CT6 PHEV, CT6 PHEV,Hybrid,MAY,16,16,,2017,5/1/2017,5
1845,CADILLAC,CADILLAC ELR, ELR,Hybrid,MAY,0,0,,2017,5/1/2017,5
1846,CHEVROLET,CHEVROLET VOLT, VOLT,Hybrid,MAY,1817,1817,,2017,5/1/2017,5
1847,CHRYSLER,CHRYSLER PACIFICA HYBRID, PACIFICA HYBRID,Hybrid,MAY,705,705,,2017,5/1/2017,5
1848,FORD,FORD C-MAX ENERGI, C-MAX ENERGI,Hybrid,MAY,950,950,,2017,5/1/2017,5
1849,FORD,FORD FUSION ENERGI, FUSION ENERGI,Hybrid,MAY,1000,1000,,2017,5/1/2017,5
1850,HYUNDAI,HYUNDAI SONATA PHEV, SONATA PHEV,Hybrid,MAY,220,220,,2017,5/1/2017,5
1851,KIA,KIA OPTIMA PHEV, OPTIMA PHEV,Hybrid,MAY,85,85,,2017,5/1/2017,5
1852,MERCEDES,MERCEDES C350E, C350E,Hybrid,MAY,7,7,,2017,5/1/2017,5
1853,MERCEDES,MERCEDES GLE 550E, GLE 550E,Hybrid,MAY,33,33,,2017,5/1/2017,5
1854,MERCEDES,MERCEDES S550E, S550E,Hybrid,MAY,83,83,,2017,5/1/2017,5
1855,PORSCHE,PORSCHE CAYENNE S-E, CAYENNE S-E,Hybrid,MAY,174,174,,2017,5/1/2017,5
1856,PORSCHE,PORSCHE PANAMERA E-HYBRID, PANAMERA E-HYBRID,Hybrid,MAY,1,1,,2017,5/1/2017,5
1857,TOYOTA,TOYOTA PRIUS PRIME, PRIUS PRIME,Hybrid,MAY,1908,1908,,2017,5/1/2017,5
1858,VOLVO,VOLVO XC90 T8 PHEV, XC90 T8 PHEV,Hybrid,MAY,146,146,,2017,5/1/2017,5
1859,AUDI,AUDI A3 SPORTBACK E-TRON, A3 SPORTBACK E-TRON,Hybrid,NOV,38,38,,2017,11/1/2017,11
1860,BMW,BMW 330E, 330E,Hybrid,NOV,477,477,,2017,11/1/2017,11
1861,BMW,BMW 530E, 530E,Hybrid,NOV,872,872,,2017,11/1/2017,11
1862,BMW,BMW 740E, 740E,Hybrid,NOV,120,120,,2017,11/1/2017,11
1863,BMW,BMW X5 XDRIVE 40E, X5 XDRIVE 40E,Hybrid,NOV,929,929,,2017,11/1/2017,11
1864,BMW,BMW I8, I8,Hybrid,NOV,44,44,,2017,11/1/2017,11
1865,CADILLAC,CADILLAC CT6 PHEV, CT6 PHEV,Hybrid,NOV,29,29,,2017,11/1/2017,11
1866,CADILLAC,CADILLAC ELR, ELR,Hybrid,NOV,0,0,,2017,11/1/2017,11
1867,CHEVROLET,CHEVROLET VOLT, VOLT,Hybrid,NOV,1702,1702,,2017,11/1/2017,11
1868,CHRYSLER,CHRYSLER PACIFICA HYBRID, PACIFICA HYBRID,Hybrid,NOV,570,570,,2017,11/1/2017,11
1869,FORD,FORD C-MAX ENERGI, C-MAX ENERGI,Hybrid,NOV,523,523,,2017,11/1/2017,11
1870,FORD,FORD FUSION ENERGI, FUSION ENERGI,Hybrid,NOV,731,731,,2017,11/1/2017,11
1871,HONDA,HONDA CLARITY PHEV, CLARITY PHEV,Hybrid,NOV,5,5,,2017,11/1/2017,11
1872,HYUNDAI,HYUNDAI SONATA PHEV, SONATA PHEV,Hybrid,NOV,135,135,,2017,11/1/2017,11
1873,KIA,KIA OPTIMA PHEV, OPTIMA PHEV,Hybrid,NOV,213,213,,2017,11/1/2017,11
1874,MERCEDES,MERCEDES C350E, C350E,Hybrid,NOV,16,16,,2017,11/1/2017,11
1875,MERCEDES,MERCEDES GLE 550E, GLE 550E,Hybrid,NOV,41,41,,2017,11/1/2017,11
1876,MERCEDES,MERCEDES S550E, S550E,Hybrid,NOV,22,22,,2017,11/1/2017,11
1877,MINI,MINI COUNTRYMAN SE PHEV, COUNTRYMAN SE PHEV,Hybrid,NOV,96,96,,2017,11/1/2017,11
1878,PORSCHE,PORSCHE CAYENNE S-E, CAYENNE S-E,Hybrid,NOV,38,38,,2017,11/1/2017,11
1879,PORSCHE,PORSCHE PANAMERA E-HYBRID, PANAMERA E-HYBRID,Hybrid,NOV,5,5,,2017,11/1/2017,11
1880,TOYOTA,TOYOTA PRIUS PRIME, PRIUS PRIME,Hybrid,NOV,1834,1834,,2017,11/1/2017,11
1881,VOLVO,VOLVO S90 T8 PHEV, S90 T8 PHEV,Hybrid,NOV,32,32,,2017,11/1/2017,11
1882,VOLVO,VOLVO XC60 PHEV, XC60 PHEV,Hybrid,NOV,82,82,,2017,11/1/2017,11
1883,VOLVO,VOLVO XC90 T8 PHEV, XC90 T8 PHEV,Hybrid,NOV,204,204,,2017,11/1/2017,11
1884,AUDI,AUDI A3 SPORTBACK E-TRON, A3 SPORTBACK E-TRON,Hybrid,OCT,17,17,,2017,10/1/2017,10
1885,BMW,BMW 330E, 330E,Hybrid,OCT,307,307,,2017,10/1/2017,10
1886,BMW,BMW 530E, 530E,Hybrid,OCT,596,596,,2017,10/1/2017,10
1887,BMW,BMW 740E, 740E,Hybrid,OCT,55,55,,2017,10/1/2017,10
1888,BMW,BMW X5 XDRIVE 40E, X5 XDRIVE 40E,Hybrid,OCT,329,329,,2017,10/1/2017,10
1889,BMW,BMW I8, I8,Hybrid,OCT,33,33,,2017,10/1/2017,10
1890,CADILLAC,CADILLAC CT6 PHEV, CT6 PHEV,Hybrid,OCT,27,27,,2017,10/1/2017,10
1891,CADILLAC,CADILLAC ELR, ELR,Hybrid,OCT,0,0,,2017,10/1/2017,10
1892,CHEVROLET,CHEVROLET VOLT, VOLT,Hybrid,OCT,1362,1362,,2017,10/1/2017,10
1893,CHRYSLER,CHRYSLER PACIFICA HYBRID, PACIFICA HYBRID,Hybrid,OCT,875,875,,2017,10/1/2017,10
1894,FORD,FORD C-MAX ENERGI, C-MAX ENERGI,Hybrid,OCT,569,569,,2017,10/1/2017,10
1895,FORD,FORD FUSION ENERGI, FUSION ENERGI,Hybrid,OCT,741,741,,2017,10/1/2017,10
1896,HYUNDAI,HYUNDAI SONATA PHEV, SONATA PHEV,Hybrid,OCT,210,210,,2017,10/1/2017,10
1897,KIA,KIA OPTIMA PHEV, OPTIMA PHEV,Hybrid,OCT,235,235,,2017,10/1/2017,10
1898,MERCEDES,MERCEDES C350E, C350E,Hybrid,OCT,49,49,,2017,10/1/2017,10
1899,MERCEDES,MERCEDES GLE 550E, GLE 550E,Hybrid,OCT,8,8,,2017,10/1/2017,10
1900,MERCEDES,MERCEDES S550E, S550E,Hybrid,OCT,16,16,,2017,10/1/2017,10
1901,MINI,MINI COUNTRYMAN SE PHEV, COUNTRYMAN SE PHEV,Hybrid,OCT,56,56,,2017,10/1/2017,10
1902,PORSCHE,PORSCHE CAYENNE S-E, CAYENNE S-E,Hybrid,OCT,73,73,,2017,10/1/2017,10
1903,PORSCHE,PORSCHE PANAMERA E-HYBRID, PANAMERA E-HYBRID,Hybrid,OCT,2,2,,2017,10/1/2017,10
1904,TOYOTA,TOYOTA PRIUS PRIME, PRIUS PRIME,Hybrid,OCT,1626,1626,,2017,10/1/2017,10
1905,VOLVO,VOLVO S90 T8 PHEV, S90 T8 PHEV,Hybrid,OCT,28,28,,2017,10/1/2017,10
1906,VOLVO,VOLVO XC60 PHEV, XC60 PHEV,Hybrid,OCT,100,100,,2017,10/1/2017,10
1907,VOLVO,VOLVO XC90 T8 PHEV, XC90 T8 PHEV,Hybrid,OCT,174,174,,2017,10/1/2017,10
1908,AUDI,AUDI A3 SPORTBACK E-TRON, A3 SPORTBACK E-TRON,Hybrid,SEP,85,85,,2017,9/1/2017,9
1909,BMW,BMW 330E, 330E,Hybrid,SEP,329,329,,2017,9/1/2017,9
1910,BMW,BMW 530E, 530E,Hybrid,SEP,511,511,,2017,9/1/2017,9
1911,BMW,BMW 740E, 740E,Hybrid,SEP,43,43,,2017,9/1/2017,9
1912,BMW,BMW X5 XDRIVE 40E, X5 XDRIVE 40E,Hybrid,SEP,333,333,,2017,9/1/2017,9
1913,BMW,BMW I8, I8,Hybrid,SEP,27,27,,2017,9/1/2017,9
1914,CADILLAC,CADILLAC CT6 PHEV, CT6 PHEV,Hybrid,SEP,27,27,,2017,9/1/2017,9
1915,CADILLAC,CADILLAC ELR, ELR,Hybrid,SEP,0,0,,2017,9/1/2017,9
1916,CHEVROLET,CHEVROLET VOLT, VOLT,Hybrid,SEP,1453,1453,,2017,9/1/2017,9
1917,CHRYSLER,CHRYSLER PACIFICA HYBRID, PACIFICA HYBRID,Hybrid,SEP,475,475,,2017,9/1/2017,9
1918,FORD,FORD C-MAX ENERGI, C-MAX ENERGI,Hybrid,SEP,683,683,,2017,9/1/2017,9
1919,FORD,FORD FUSION ENERGI, FUSION ENERGI,Hybrid,SEP,763,763,,2017,9/1/2017,9
1920,HYUNDAI,HYUNDAI SONATA PHEV, SONATA PHEV,Hybrid,SEP,190,190,,2017,9/1/2017,9
1921,KIA,KIA OPTIMA PHEV, OPTIMA PHEV,Hybrid,SEP,228,228,,2017,9/1/2017,9
1922,MERCEDES,MERCEDES C350E, C350E,Hybrid,SEP,126,126,,2017,9/1/2017,9
1923,MERCEDES,MERCEDES GLE 550E, GLE 550E,Hybrid,SEP,14,14,,2017,9/1/2017,9
1924,MERCEDES,MERCEDES S550E, S550E,Hybrid,SEP,35,35,,2017,9/1/2017,9
1925,MINI,MINI COUNTRYMAN SE PHEV, COUNTRYMAN SE PHEV,Hybrid,SEP,80,80,,2017,9/1/2017,9
1926,PORSCHE,PORSCHE CAYENNE S-E, CAYENNE S-E,Hybrid,SEP,124,124,,2017,9/1/2017,9
1927,PORSCHE,PORSCHE PANAMERA E-HYBRID, PANAMERA E-HYBRID,Hybrid,SEP,1,1,,2017,9/1/2017,9
1928,TOYOTA,TOYOTA PRIUS PRIME, PRIUS PRIME,Hybrid,SEP,1899,1899,,2017,9/1/2017,9
1929,VOLVO,VOLVO S90 T8 PHEV, S90 T8 PHEV,Hybrid,SEP,5,5,,2017,9/1/2017,9
1930,VOLVO,VOLVO XC60 PHEV, XC60 PHEV,Hybrid,SEP,97,97,,2017,9/1/2017,9
1931,VOLVO,VOLVO XC90 T8 PHEV, XC90 T8 PHEV,Hybrid,SEP,236,236,,2017,9/1/2017,9
1932,AUDI,AUDI A3 SPORTBACK E-TRON, A3 SPORTBACK E-TRON,Hybrid,JAN,145,145,,2018,1/1/2018,1
1933,BMW,BMW 330E, 330E,Hybrid,JAN,101,101,,2018,1/1/2018,1
1934,BMW,BMW 530E, 530E,Hybrid,JAN,224,224,,2018,1/1/2018,1
1935,BMW,BMW 740E, 740E,Hybrid,JAN,18,18,,2018,1/1/2018,1
1936,BMW,BMW X5 XDRIVE 40E, X5 XDRIVE 40E,Hybrid,JAN,261,261,,2018,1/1/2018,1
1937,BMW,BMW I8, I8,Hybrid,JAN,32,32,,2018,1/1/2018,1
1938,CADILLAC,CADILLAC CT6 PHEV, CT6 PHEV,Hybrid,JAN,6,6,,2018,1/1/2018,1
1939,CHEVROLET,CHEVROLET VOLT, VOLT,Hybrid,JAN,713,713,,2018,1/1/2018,1
1940,CHRYSLER,CHRYSLER PACIFICA HYBRID, PACIFICA HYBRID,Hybrid,JAN,375,375,,2018,1/1/2018,1
1941,FORD,FORD C-MAX ENERGI, C-MAX ENERGI,Hybrid,JAN,234,234,,2018,1/1/2018,1
1942,FORD,FORD FUSION ENERGI, FUSION ENERGI,Hybrid,JAN,640,640,,2018,1/1/2018,1
1943,HONDA,HONDA CLARITY PHEV, CLARITY PHEV,Hybrid,JAN,604,604,,2018,1/1/2018,1
1944,HYUNDAI,HYUNDAI IONIQ PHEV, IONIQ PHEV,Hybrid,JAN,22,22,,2018,1/1/2018,1
1945,HYUNDAI,HYUNDAI SONATA PHEV, SONATA PHEV,Hybrid,JAN,52,52,,2018,1/1/2018,1
1946,KIA,KIA NIRO PHEV, NIRO PHEV,Hybrid,JAN,155,155,,2018,1/1/2018,1
1947,KIA,KIA OPTIMA PHEV, OPTIMA PHEV,Hybrid,JAN,86,86,,2018,1/1/2018,1
1948,MERCEDES,MERCEDES C350E, C350E,Hybrid,JAN,29,29,,2018,1/1/2018,1
1949,MERCEDES,MERCEDES GLE 550E, GLE 550E,Hybrid,JAN,44,44,,2018,1/1/2018,1
1950,MERCEDES,MERCEDES S550E, S550E,Hybrid,JAN,13,13,,2018,1/1/2018,1
1951,MINI,MINI COUNTRYMAN SE PHEV, COUNTRYMAN SE PHEV,Hybrid,JAN,127,127,,2018,1/1/2018,1
1952,MITSUBISHI,MITSUBISHI OUTLANDER PHEV, OUTLANDER PHEV,Hybrid,JAN,300,300,,2018,1/1/2018,1
1953,PORSCHE,PORSCHE CAYENNE S-E, CAYENNE S-E,Hybrid,JAN,113,113,,2018,1/1/2018,1
1954,PORSCHE,PORSCHE PANAMERA E-HYBRID, PANAMERA E-HYBRID,Hybrid,JAN,1,1,,2018,1/1/2018,1
1955,TOYOTA,TOYOTA PRIUS PRIME, PRIUS PRIME,Hybrid,JAN,1496,1496,,2018,1/1/2018,1
1956,VOLVO,VOLVO S90 T8 PHEV, S90 T8 PHEV,Hybrid,JAN,27,27,,2018,1/1/2018,1
1957,VOLVO,VOLVO XC60 PHEV, XC60 PHEV,Hybrid,JAN,109,109,,2018,1/1/2018,1
1958,VOLVO,VOLVO XC90 T8 PHEV, XC90 T8 PHEV,Hybrid,JAN,99,99,,2018,1/1/2018,1
1959,AUDI,AUDI A3 SPORTBACK E-TRON, A3 SPORTBACK E-TRON,Hybrid,JUL,220,220,,2018,7/1/2018,7
1960,BMW,BMW 330E, 330E,Hybrid,JUL,106,106,,2018,7/1/2018,7
1961,BMW,BMW 530E, 530E,Hybrid,JUL,536,536,,2018,7/1/2018,7
1962,BMW,BMW 740E, 740E,Hybrid,JUL,40,40,,2018,7/1/2018,7
1963,BMW,BMW X5 XDRIVE 40E, X5 XDRIVE 40E,Hybrid,JUL,431,431,,2018,7/1/2018,7
1964,BMW,BMW I8, I8,Hybrid,JUL,72,72,,2018,7/1/2018,7
1965,CADILLAC,CADILLAC CT6 PHEV, CT6 PHEV,Hybrid,JUL,26,26,,2018,7/1/2018,7
1966,CHEVROLET,CHEVROLET VOLT, VOLT,Hybrid,JUL,1475,1475,,2018,7/1/2018,7
1967,CHRYSLER,CHRYSLER PACIFICA HYBRID, PACIFICA HYBRID,Hybrid,JUL,450,450,,2018,7/1/2018,7
1968,FORD,FORD C-MAX ENERGI, C-MAX ENERGI,Hybrid,JUL,4,4,,2018,7/1/2018,7
1969,FORD,FORD FUSION ENERGI, FUSION ENERGI,Hybrid,JUL,522,522,,2018,7/1/2018,7
1970,HONDA,HONDA CLARITY PHEV, CLARITY PHEV,Hybrid,JUL,1542,1542,,2018,7/1/2018,7
1971,HYUNDAI,HYUNDAI IONIQ PHEV, IONIQ PHEV,Hybrid,JUL,180,180,,2018,7/1/2018,7
1972,HYUNDAI,HYUNDAI SONATA PHEV, SONATA PHEV,Hybrid,JUL,60,60,,2018,7/1/2018,7
1973,KIA,KIA NIRO PHEV, NIRO PHEV,Hybrid,JUL,225,225,,2018,7/1/2018,7
1974,KIA,KIA OPTIMA PHEV, OPTIMA PHEV,Hybrid,JUL,90,90,,2018,7/1/2018,7
1975,MERCEDES,MERCEDES C350E, C350E,Hybrid,JUL,165,165,,2018,7/1/2018,7
1976,MERCEDES,MERCEDES GLC 350E, GLC 350E,Hybrid,JUL,60,60,,2018,7/1/2018,7
1977,MERCEDES,MERCEDES GLE 550E, GLE 550E,Hybrid,JUL,85,85,,2018,7/1/2018,7
1978,MERCEDES,MERCEDES S550E, S550E,Hybrid,JUL,8,8,,2018,7/1/2018,7
1979,MINI,MINI COUNTRYMAN SE PHEV, COUNTRYMAN SE PHEV,Hybrid,JUL,210,210,,2018,7/1/2018,7
1980,MITSUBISHI,MITSUBISHI OUTLANDER PHEV, OUTLANDER PHEV,Hybrid,JUL,350,350,,2018,7/1/2018,7
1981,PORSCHE,PORSCHE CAYENNE S-E, CAYENNE S-E,Hybrid,JUL,15,15,,2018,7/1/2018,7
1982,PORSCHE,PORSCHE PANAMERA E-HYBRID, PANAMERA E-HYBRID,Hybrid,JUL,195,195,,2018,7/1/2018,7
1983,TOYOTA,TOYOTA PRIUS PRIME, PRIUS PRIME,Hybrid,JUL,1984,1984,,2018,7/1/2018,7
1984,VOLVO,VOLVO S90 T8 PHEV, S90 T8 PHEV,Hybrid,JUL,30,30,,2018,7/1/2018,7
1985,VOLVO,VOLVO XC60 PHEV, XC60 PHEV,Hybrid,JUL,185,185,,2018,7/1/2018,7
1986,VOLVO,VOLVO XC90 T8 PHEV, XC90 T8 PHEV,Hybrid,JUL,115,115,,2018,7/1/2018,7
1987,AUDI,AUDI A3 SPORTBACK E-TRON, A3 SPORTBACK E-TRON,Hybrid,JUN,238,238,,2018,6/1/2018,6
1988,BMW,BMW 330E, 330E,Hybrid,JUN,138,138,,2018,6/1/2018,6
1989,BMW,BMW 530E, 530E,Hybrid,JUN,942,942,,2018,6/1/2018,6
1990,BMW,BMW 740E, 740E,Hybrid,JUN,16,16,,2018,6/1/2018,6
1991,BMW,BMW X5 XDRIVE 40E, X5 XDRIVE 40E,Hybrid,JUN,321,321,,2018,6/1/2018,6
1992,BMW,BMW I8, I8,Hybrid,JUN,45,45,,2018,6/1/2018,6
1993,CADILLAC,CADILLAC CT6 PHEV, CT6 PHEV,Hybrid,JUN,18,18,,2018,6/1/2018,6
1994,CHEVROLET,CHEVROLET VOLT, VOLT,Hybrid,JUN,1336,1336,,2018,6/1/2018,6
1995,CHRYSLER,CHRYSLER PACIFICA HYBRID, PACIFICA HYBRID,Hybrid,JUN,710,710,,2018,6/1/2018,6
1996,FORD,FORD C-MAX ENERGI, C-MAX ENERGI,Hybrid,JUN,6,6,,2018,6/1/2018,6
1997,FORD,FORD FUSION ENERGI, FUSION ENERGI,Hybrid,JUN,604,604,,2018,6/1/2018,6
1998,HONDA,HONDA CLARITY PHEV, CLARITY PHEV,Hybrid,JUN,1495,1495,,2018,6/1/2018,6
1999,HYUNDAI,HYUNDAI IONIQ PHEV, IONIQ PHEV,Hybrid,JUN,143,143,,2018,6/1/2018,6
2000,HYUNDAI,HYUNDAI SONATA PHEV, SONATA PHEV,Hybrid,JUN,62,62,,2018,6/1/2018,6
2001,KIA,KIA NIRO PHEV, NIRO PHEV,Hybrid,JUN,281,281,,2018,6/1/2018,6
2002,KIA,KIA OPTIMA PHEV, OPTIMA PHEV,Hybrid,JUN,83,83,,2018,6/1/2018,6
2003,MERCEDES,MERCEDES C350E, C350E,Hybrid,JUN,176,176,,2018,6/1/2018,6
2004,MERCEDES,MERCEDES GLC 350E, GLC 350E,Hybrid,JUN,66,66,,2018,6/1/2018,6
2005,MERCEDES,MERCEDES GLE 550E, GLE 550E,Hybrid,JUN,75,75,,2018,6/1/2018,6
2006,MERCEDES,MERCEDES S550E, S550E,Hybrid,JUN,7,7,,2018,6/1/2018,6
2007,MINI,MINI COUNTRYMAN SE PHEV, COUNTRYMAN SE PHEV,Hybrid,JUN,211,211,,2018,6/1/2018,6
2008,MITSUBISHI,MITSUBISHI OUTLANDER PHEV, OUTLANDER PHEV,Hybrid,JUN,390,390,,2018,6/1/2018,6
2009,PORSCHE,PORSCHE CAYENNE S-E, CAYENNE S-E,Hybrid,JUN,12,12,,2018,6/1/2018,6
2010,PORSCHE,PORSCHE PANAMERA E-HYBRID, PANAMERA E-HYBRID,Hybrid,JUN,168,168,,2018,6/1/2018,6
2011,TOYOTA,TOYOTA PRIUS PRIME, PRIUS PRIME,Hybrid,JUN,2237,2237,,2018,6/1/2018,6
2012,VOLVO,VOLVO S90 T8 PHEV, S90 T8 PHEV,Hybrid,JUN,35,35,,2018,6/1/2018,6
2013,VOLVO,VOLVO XC60 PHEV, XC60 PHEV,Hybrid,JUN,226,226,,2018,6/1/2018,6
2014,VOLVO,VOLVO XC90 T8 PHEV, XC90 T8 PHEV,Hybrid,JUN,133,133,,2018,6/1/2018,6
2015,AUDI,AUDI A3 SPORTBACK E-TRON, A3 SPORTBACK E-TRON,Hybrid,MAR,214,214,,2018,3/1/2018,3
2016,BMW,BMW 330E, 330E,Hybrid,MAR,202,202,,2018,3/1/2018,3
2017,BMW,BMW 530E, 530E,Hybrid,MAR,689,689,,2018,3/1/2018,3
2018,BMW,BMW 740E, 740E,Hybrid,MAR,31,31,,2018,3/1/2018,3
2019,BMW,BMW X5 XDRIVE 40E, X5 XDRIVE 40E,Hybrid,MAR,627,627,,2018,3/1/2018,3
2020,BMW,BMW I8, I8,Hybrid,MAR,47,47,,2018,3/1/2018,3
2021,CADILLAC,CADILLAC CT6 PHEV, CT6 PHEV,Hybrid,MAR,17,17,,2018,3/1/2018,3
2022,CHEVROLET,CHEVROLET VOLT, VOLT,Hybrid,MAR,1782,1782,,2018,3/1/2018,3
2023,CHRYSLER,CHRYSLER PACIFICA HYBRID, PACIFICA HYBRID,Hybrid,MAR,480,480,,2018,3/1/2018,3
2024,FORD,FORD C-MAX ENERGI, C-MAX ENERGI,Hybrid,MAR,105,105,,2018,3/1/2018,3
2025,FORD,FORD FUSION ENERGI, FUSION ENERGI,Hybrid,MAR,782,782,,2018,3/1/2018,3
2026,HONDA,HONDA CLARITY PHEV, CLARITY PHEV,Hybrid,MAR,1131,1131,,2018,3/1/2018,3
2027,HYUNDAI,HYUNDAI IONIQ PHEV, IONIQ PHEV,Hybrid,MAR,218,218,,2018,3/1/2018,3
2028,HYUNDAI,HYUNDAI SONATA PHEV, SONATA PHEV,Hybrid,MAR,78,78,,2018,3/1/2018,3
2029,KIA,KIA NIRO PHEV, NIRO PHEV,Hybrid,MAR,227,227,,2018,3/1/2018,3
2030,KIA,KIA OPTIMA PHEV, OPTIMA PHEV,Hybrid,MAR,156,156,,2018,3/1/2018,3
2031,MERCEDES,MERCEDES C350E, C350E,Hybrid,MAR,208,208,,2018,3/1/2018,3
2032,MERCEDES,MERCEDES GLC 350E, GLC 350E,Hybrid,MAR,57,57,,2018,3/1/2018,3
2033,MERCEDES,MERCEDES GLE 550E, GLE 550E,Hybrid,MAR,181,181,,2018,3/1/2018,3
2034,MERCEDES,MERCEDES S550E, S550E,Hybrid,MAR,11,11,,2018,3/1/2018,3
2035,MINI,MINI COUNTRYMAN SE PHEV, COUNTRYMAN SE PHEV,Hybrid,MAR,74,74,,2018,3/1/2018,3
2036,MITSUBISHI,MITSUBISHI OUTLANDER PHEV, OUTLANDER PHEV,Hybrid,MAR,373,373,,2018,3/1/2018,3
2037,PORSCHE,PORSCHE CAYENNE S-E, CAYENNE S-E,Hybrid,MAR,197,197,,2018,3/1/2018,3
2038,PORSCHE,PORSCHE PANAMERA E-HYBRID, PANAMERA E-HYBRID,Hybrid,MAR,49,49,,2018,3/1/2018,3
2039,TOYOTA,TOYOTA PRIUS PRIME, PRIUS PRIME,Hybrid,MAR,2922,2922,,2018,3/1/2018,3
2040,VOLVO,VOLVO S90 T8 PHEV, S90 T8 PHEV,Hybrid,MAR,52,52,,2018,3/1/2018,3
2041,VOLVO,VOLVO XC60 PHEV, XC60 PHEV,Hybrid,MAR,167,167,,2018,3/1/2018,3
2042,VOLVO,VOLVO XC90 T8 PHEV, XC90 T8 PHEV,Hybrid,MAR,93,93,,2018,3/1/2018,3
2043,AUDI,AUDI A3 SPORTBACK E-TRON, A3 SPORTBACK E-TRON,Hybrid,MAY,267,267,,2018,5/1/2018,5
2044,BMW,BMW 330E, 330E,Hybrid,MAY,150,150,,2018,5/1/2018,5
2045,BMW,BMW 530E, 530E,Hybrid,MAY,729,729,,2018,5/1/2018,5
2046,BMW,BMW 740E, 740E,Hybrid,MAY,17,17,,2018,5/1/2018,5
2047,BMW,BMW X5 XDRIVE 40E, X5 XDRIVE 40E,Hybrid,MAY,499,499,,2018,5/1/2018,5
2048,BMW,BMW I8, I8,Hybrid,MAY,64,64,,2018,5/1/2018,5
2049,CADILLAC,CADILLAC CT6 PHEV, CT6 PHEV,Hybrid,MAY,30,30,,2018,5/1/2018,5
2050,CHEVROLET,CHEVROLET VOLT, VOLT,Hybrid,MAY,1675,1675,,2018,5/1/2018,5
2051,CHRYSLER,CHRYSLER PACIFICA HYBRID, PACIFICA HYBRID,Hybrid,MAY,650,650,,2018,5/1/2018,5
2052,FORD,FORD C-MAX ENERGI, C-MAX ENERGI,Hybrid,MAY,18,18,,2018,5/1/2018,5
2053,FORD,FORD FUSION ENERGI, FUSION ENERGI,Hybrid,MAY,740,740,,2018,5/1/2018,5
2054,HONDA,HONDA CLARITY PHEV, CLARITY PHEV,Hybrid,MAY,1639,1639,,2018,5/1/2018,5
2055,HYUNDAI,HYUNDAI IONIQ PHEV, IONIQ PHEV,Hybrid,MAY,217,217,,2018,5/1/2018,5
2056,HYUNDAI,HYUNDAI SONATA PHEV, SONATA PHEV,Hybrid,MAY,67,67,,2018,5/1/2018,5
2057,KIA,KIA NIRO PHEV, NIRO PHEV,Hybrid,MAY,218,218,,2018,5/1/2018,5
2058,KIA,KIA OPTIMA PHEV, OPTIMA PHEV,Hybrid,MAY,98,98,,2018,5/1/2018,5
2059,MERCEDES,MERCEDES C350E, C350E,Hybrid,MAY,166,166,,2018,5/1/2018,5
2060,MERCEDES,MERCEDES GLC 350E, GLC 350E,Hybrid,MAY,64,64,,2018,5/1/2018,5
2061,MERCEDES,MERCEDES GLE 550E, GLE 550E,Hybrid,MAY,83,83,,2018,5/1/2018,5
2062,MERCEDES,MERCEDES S550E, S550E,Hybrid,MAY,7,7,,2018,5/1/2018,5
2063,MINI,MINI COUNTRYMAN SE PHEV, COUNTRYMAN SE PHEV,Hybrid,MAY,163,163,,2018,5/1/2018,5
2064,MITSUBISHI,MITSUBISHI OUTLANDER PHEV, OUTLANDER PHEV,Hybrid,MAY,297,297,,2018,5/1/2018,5
2065,PORSCHE,PORSCHE CAYENNE S-E, CAYENNE S-E,Hybrid,MAY,59,59,,2018,5/1/2018,5
2066,PORSCHE,PORSCHE PANAMERA E-HYBRID, PANAMERA E-HYBRID,Hybrid,MAY,275,275,,2018,5/1/2018,5
2067,TOYOTA,TOYOTA PRIUS PRIME, PRIUS PRIME,Hybrid,MAY,2924,2924,,2018,5/1/2018,5
2068,VOLVO,VOLVO S90 T8 PHEV, S90 T8 PHEV,Hybrid,MAY,30,30,,2018,5/1/2018,5
2069,VOLVO,VOLVO XC60 PHEV, XC60 PHEV,Hybrid,MAY,214,214,,2018,5/1/2018,5
2070,VOLVO,VOLVO XC90 T8 PHEV, XC90 T8 PHEV,Hybrid,MAY,126,126,,2018,5/1/2018,5
2071,AUDI,AUDI A3 SPORTBACK E-TRON, A3 SPORTBACK E-TRON,Hybrid,NOV,180,180,,2018,11/1/2018,11
2072,BMW,BMW 330E, 330E,Hybrid,NOV,373,373,,2018,11/1/2018,11
2073,BMW,BMW 530E, 530E,Hybrid,NOV,1012,1012,,2018,11/1/2018,11
2074,BMW,BMW 740E, 740E,Hybrid,NOV,18,18,,2018,11/1/2018,11
